Contract_One year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,InternetService_Fiber optic,OnlineBackup_No internet service,tenure_standardized,gender_Male,StreamingMovies_Yes,OnlineSecurity_No internet service,Partner_Yes,OnlineSecurity_Yes,DeviceProtection_No internet service,MultipleLines_Yes,Dependents_Yes,SeniorCitizen_1,Contract_Two year,InternetService_No,StreamingMovies_No internet service,StreamingTV_No internet service,StreamingTV_Yes,PhoneService_Yes,TechSupport_No internet service,OnlineBackup_Yes,TotalCharges_standardized,TechSupport_Yes,MonthlyCharges_standardized,PaymentMethod_Mailed check,MultipleLines_No phone service,DeviceProtection_Yes,PaperlessBilling_Yes
0,0,0,0,0,1,0,1.108059375,0,1,0,0,0,0.820353663,0.179646337,0,0,1,0,1,0,0,1,0,1,0,0,-0.551343502,1,-0.896330782
0,0,0,0,1,1,0,1.101590734,0,0,0,0.544644643,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.224730803,0,-0.541204919
0,0,0.831191008,0,0,1,0,0.496988501,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0.831191008,-0.803852233,0,-1.094464656
0,0,0.911091375,0,1,1,0,0.649744125,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.850403322,0.911091375,0.773055168
0,0,0,0,0,1,0,0.323102191,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.705014267,1,-0.944407682
0,0,0,0,1,1,0,1.363349317,0,1,0,1,0,0,1,0,0,0,0,1,0.610556536,0,1,0,1,0,0,1.037173065,0,0.487240006
0,0,0,0,1,0,0,-0.846136192,1,0,0,0,0,0,1,0.577963105,0,1,0,0,0,0,0,0,1,0,0,-0.700010576,0.422036895,-0.568012905
0,0,0,0,0,1,0,1.133500649,0,1,0,0.623150178,0,0,1,1,0,0.623150178,0,1,1,0,1,0,1,0,0,1.445176912,1,0.932087101
0,0,0,0,0,1,0,1.214579808,0,1,0,1,0,0,1,0.941385617,0,1,0,1,0,0,1,0,1,0,0,0.818013915,1,0.317809998
0,0,0,0,0,1,0,0.154900689,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.976735272,1,-1.277444584
0,0,0,0,0,0,0,-0.635782793,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.987231128,0.353670916,-1.277444584
0,0,0,0,0,1,0,0.320208703,0,0,0,1,0,0,0.923161032,0,0,1,0,1,0,0,0,0,0,0,0,-0.949435972,1,-1.246155477
0,0,0,0,0,1,0,1.020605187,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.838562686,1,-1.149938712
0,0,1,0,0,1,0,0.475642855,0,0,0,0,0,0,0,0.192178305,0,1,0,1,0,0,1,0,0,0,0,-0.953663449,0,-1.253967872
0,0,0,0,1,1,0,1.237385842,0,1,0,0.496023685,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0.999259283,1,0.494376989
0,0,0,1,0,0,1,-1.482370219,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.998469075,1,-1.277444584
0,0,0,0,0,1,0,1.034147782,0,1,0,0,0,0,1,0.516400911,0,1,0,1,0,0,1,0,1,0,0,-0.878364474,0,-1.196003856
0,0,0,0,0,0,0,-0.549236483,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.940931486,0.787163838,-1.184723624
0,0,0,0,0,1,0,0.853317765,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.069303022,0.908993037,-0.263053649
0,0,0,0,1,0,0,-0.097877654,0,1,0,0,0,1,0.953678238,0,0.046321762,0,0.953678238,1,0,0,0,0,0,0,1,-0.666295917,0,-0.793682042
1,0,0,0,1,1,0,1.354526997,0,1,0,1,0,0,1,1,0.396443239,0.603556761,0,1,1,0,1,0,1,0,0,1.971500889,0,1.264085443
0,0,0,0,0,0,0,-0.442312133,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.679847686,1,-0.747247369
0,0,0,0,0.956236733,1,0,0.329850852,0,0.043763267,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.865660971,1,-1.155283493
0,0,0,0,0,0,0,-0.64772011,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.957623412,1,-1.215861152
0,0,0,0,0,1,0,0.840653206,0,1,0,0.892896191,0,0,1,1,0,0,0,1,1,0,1,0,0.107103809,0,0,1.669933035,0.107103809,1.411568031
0,0,0,0,0.402644675,1,0,1.057776709,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1.472273102,0.597355325,1.035148999
0,0,0.308009433,0,0,1,0,0.632203092,0,0.691990567,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0.096453998,0,-0.121638548
0,0,0,0,0.749817467,1,0,0.953044062,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,-0.96614039,0,-1.277444584
0,0,0,0,0.614950705,1,0,0.515898225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.614950705,0.30717405,0,0.166491485
1,0,0,0,1,1,0,1.319543974,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1.843693118,1,1.189856397
0.186536993,0,0,0,0,0,0,-0.08467119,0,0.186536993,0,0,0,0,0.813463007,0,0,0,1,1,0,0,0.186536993,0,1,0,1,-0.78626621,0,-0.99514313
0,0,0,0,0,1,0,0.686535974,0,0,0,1,0,0,0.392324793,0,0,0.607675207,0,1,0,0,0,0,1,0,0,-0.952957751,0,-1.261468975
0,0,0,0,0,1,0,1.150553995,0,1,0,0,0,0.814791688,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.136216924,1,-0.475109194
0,0,0,0,1,1,0,1.19428915,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.831064729,1,-1.156230901
0,0,0,0,0,0,0,-0.413365709,0,0,0,0,0,0.628590469,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.643315961,0.628590469,-0.664299844
0,0,1,0,1,1,0,1.243590526,0,1,0,0,0,0.512947797,1,1,0,1,0,1,0,0,1,0,1,0,0,0.041761972,0,-0.368090507
0,0,0,0,0,1,0,0.383976045,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.940165288,1,-1.241439397
0,0,0,0,0,1,0,0.502770315,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.791539889,0,-1.074386016
0,1,1,0,1,1,0,1.584796189,0,1,0,1,0,0.927681941,1,1,0,1,0,1,0,0,1,0,1,0,0.927681941,2.443183514,1,1.462599056
0,0,0,0,0,1,0,0.642038493,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,-0.750581817,0,-1.010851712
0,0,0,0,1,1,0,0.879390985,0,1,0,1,0,1,0,0.319513325,1,0,0,1,0.680486675,0,0,0,0,0,0,0.025678956,0.319513325,-0.26569312
0,0,0,0,0,1,0,0.998068855,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.625224982,0,-0.961144906
0,0,0,1,0,0,1,-1.472658135,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998340153,1,-1.277444584
0,0,0,0,0,1,0,0.66982475,0,1,0,0,0,0,0.320566821,1,0,1,0,1,1,0,1,0,0,0,0,0.217665968,1,0.037101082
0,0,0,0,0,0,0,-0.309352258,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.982897955,0,-1.277444584
1,0,0,0,1,0,0,0.289920984,0,1,0,0,0,0,1,1,0,0.789213394,0.210786606,1,0,0,1,0,1,0,0,0.129642762,1,0.111037362
0,0,0,0,0,1,0,1.039764269,0,1,0,0.886506775,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0.510468393,1,0.152389632
0,0,0,0,1,1,0,1.364115732,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.347792756,1,-0.138495385
0,0,0.356478905,0,1,0.643521095,0,0.214770073,0,0,0,0,0,0,0,0.356478905,1,0,0,1,0,0,0,0,0,0,1,-0.862502434,0,-1.094392201
0,0,0,0,0,1,0,0.341205473,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.028757231,0.920092294,0.001156046
0,0,0,0,0,1,0,0.997189278,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.615288528,0.020046066,-0.951681674
0,0,0,0,0.6982787,0,0,-0.532178226,1,0,0,0.3017213,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.892691307,0,-1.110701368
0,0,1,0,1,1,0,1.012942718,0,1,0,0,0,1,0.104226416,1,0,1,0,1,0,0,0.104226416,0,1,0,0,-0.367480543,0,-0.693824965
0,0,0,0,0,1,0,0.358162377,0,0,0,0,0,1,0,0,0,0,0.792999883,1,0.207000117,0,0,0,0,0,0,-0.935027253,0,-1.226869863
0,0,1,0,1,1,0,1.101483752,0,1,0,1,0,0.537692134,1,1,0,1,0,1,0.537692134,0,0,0,1,0,0,0.809141992,1,0.404369028
1,0,0.920482156,0,1,0,0,0.271781657,0,1,0,1,0,1,0.079517844,0.920482156,1,0,0,1,0,0,1,0,0,0,0.079517844,1.070505558,1,1.341610677
0,0,0,0,1,1,0,1.129062131,0,1,0,0,0,0,1,0.804368694,0.195631306,0,0,1,1,0,1,0,0.804368694,0,0,1.400960151,0,0.906412175
0,0,0,0,0.964745349,1,0,0.828480765,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,-0.604882517,1,-0.91096131
0,0,0,1,0,0,1,-1.487843074,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.89532348,0,-0.799035606
0,0,0.425778986,0,0,1,0,0.989529744,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.965656064,1,-1.277444584
0,0,0,0,0,1,0,0.481671924,0,0,0,0,0,0,1,0,0,1,0,1,0.997293951,0,1,0,0,0,0,-0.657355268,1,-0.911071502
0,0,0.554664799,0,1,1,0,1.189511331,0,1,0,0,0,0,1,0,0,0.554664799,0,1,0,0,1,0,1,0,0,-0.924334889,1,-1.241176161
1,0,0,0,0,1,0,1.429460338,0,1,0,1,0,1,0,1,0,0.610583841,0,1,0,0,1,0,1,0,0.610583841,1.4942245,0,0.781281909
0,0,0,0,0,1,0,0.737063292,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0.205120326,0,0,0.159325568,1,-0.040171031
0,0,0.763876073,0,0,1,0,0.826701669,0,1,0,1,0,0,0.236123927,0,0,0,0.763876073,1,0,0,0,0,1,0,0,-0.774501213,0,-1.078363075
0,0,0,0,0,1,0,0.481199162,0,0,0,0,0,0,1,0.935276444,0,0,0,1,0,0,0,0,1,0,0,-0.954228453,0,-1.25636005
0,0,0,0,0.330266055,1,0,0.749248383,0,1,0,0,0,0,1,0,0,0,0.330266055,1,0,0,0,0,1,0,0,-0.445437351,1,-0.722681556
0,0,0,0,0,1,0,1.048304809,0,1,0,0,0,0.194514229,1,0,0,1,0,1,1,0,1,0,1,0,0,1.186448029,1,0.757456689
0,0,0,0,0,1,0,1.135542107,0,0,0,0.138910788,0,1,1,0,0.138910788,0,0,1,0,0,1,0,1,0,0.861089212,-0.494094728,0,-0.812551089
0,0,0,0,1,1,0,0.68558891,0,1,0,1,0,0,1,0.758521862,0,0.758521862,0,1,1,0,0,0,0,0,0,1.046839614,0,0.842790436
0,0,0,0,0,1,0,1.227950833,0,1,0,1,0,0,1,0.092960773,0,1,0,1,0,0,1,0,1,0,0,0.871452584,1,0.384519536
0,0,1,0,0,1,0,0.495268478,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.557672615,0,0,0,0,-0.893337254,0,-1.186610057
0,0,0,0,0.412509022,0,0,-1.023911969,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.587490978,0,0,-0.983602112,0,-1.260647066
0,0,0,0,1,1,0,1.251022947,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0.778725674,0,0,0.09683282,1,-0.295824363
0,0,0,0,0,1,0,0.527862014,0,0,0,0,0,0,1,0,0,0.662190872,0,1,0.337809128,0,1,0,0,0,0,-0.959913621,0,-1.263688873
0,0,0,0,0,1,0,0.162104472,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.976639646,0,-1.277444584
1,0,1,0,1,1,0,1.263292232,0,1,0,0.018344014,0,0,1,1,0,1,0,1,0.018344014,0,1,0,1,0,1,0.854116025,1,0.351369965
0,0,0,0,0,0,0,0.055748761,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.256928164,0,1,0,1,-0.897267673,0,-1.154155023
0,0,0,0,0,1,0,0.361809225,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.973988683,1,-1.277444584
0.695209559,0,0.695209559,1,0,0,1,-1.484231034,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.86897987,0,-0.721721354
0,0,0,0,0.976055806,1,0,0.86077095,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.023944194,-0.304247175,1,-0.587148433
0,0,0,0,0,1,0,1.058816377,0,1,0,0,0,0,1,1,0,0.196218282,0,1,0,0,1,0,1,0,0,0.723824392,1,0.398540479
0,0,0,0,0.086051547,1,0,0.855352693,0,1,0,1,0,0,0.086051547,1,0.913948453,0,0,1,1,0,1,0,0,0,0,1.032227654,1,0.705165277
0,0,0,0,0.582016842,1,0,1.118828605,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.309882724,1,-0.656298213
0,0,0,0,0,0,0,-0.999128607,1,0,0,0,0,0,1,0,0,1,0,0,0.855285628,0,1,0,0,0,0,-0.87894195,0,-0.958103885
0,0,0,1,0,0,1,-1.474323332,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.994672835,1,-1.250944712
0,0,0,0,0,1,0,0.340213472,0,1,0,0,0,0,1,0,0,0.291414024,0,1,0,0,0,0,0,0,0,-0.743654419,0,-1.009389431
0,0,0,0,0,1,0,0.333768517,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.721942201,0,-0.981049117
0,0,0,0,0,1,0,0.347954157,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.816443419,0,-1.093009592
0,0,0,1,0,0,1,-1.503458827,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998749014,1,-1.277444584
0,0,0,0,0,1,0,1.099171216,0,1,0,0,0,0.516729011,1,0,0,1,0,1,0.516729011,0,1,0,1,0,0,1.399946815,1,0.921455057
0,0,0,0,0,0,0,-0.495054077,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.887692364,0,-1.073842765
0,0,0,0,1,0,0,-0.771838315,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.15547602,-0.921961041,1,-1.139024495
0,0,1,0,0.615654572,0,0,-0.476052773,0,0.384345428,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.923436158,1,-1.180353171
0,0.000879663,1,1,0,0,1,-1.351417876,0,1,1,0,1,0,0.000879663,1,0,0,1,1,0,1,0,1,0,1,0,-0.826392565,0,-0.625345641
0,0,0,0,0,0,0,-0.632075262,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.986883324,1,-1.276820374
0,0,0,0,1,1,0,0.485895807,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.531471218,0.238694875,-0.788800219
0,0,0,0,0,1,0,0.619638825,0,1,0,1,0,0,1,0.229079065,1,0,0,1,0,0,0.229079065,0,0,0,0,-0.704573651,0,-0.97625859
0,0,1,0,0,0,0,-1.000275051,1,0,0,0,0,1,0.816104574,1,0,0.816104574,0,0,0,0,0,0,0,0,1,-0.81939803,1,-0.853403474
0,0,0,0,0,1,0,0.494741871,0,0,0,0,0,0,1,0,0,0.411416569,0,1,0,0,0,0,1,0,0,-0.736044264,0,-1.00915507
0,0,0,0,0,0,0,-0.271470704,0,0,0,0,0,1,0.00996352,0,0,0,1,1,0,0,0,0,0,0,0.99003648,-0.719774173,1,-0.831549173
0,0,1,0,0.201437832,1,0,1.152587653,0,1,0,0.798562168,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.098859815,1,0.612097391
0,0,0,0,0.223618102,1,0,1.254497772,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.893772277,1,0.350858399
0,0,1,0,0,1,0,0.681892482,0,0.987762848,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,-0.673806751,0.012237152,-0.950685071
0,0,0,0,1,0,0,-0.32270461,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.95835472,-0.281034685,1,-0.106708001
0,0,0,0,0,1,0,0.354965998,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.974079523,1,-1.277444584
0,0,0,1,0,0,1,-1.484055995,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.998491453,0,-1.277444584
0,0,0,0,0,0,0,-0.51433326,0,0,0,0,0,0.977520629,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.629282864,1,-0.599844291
0,0,0,0,0,0,0,-0.459098547,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.702351649,1,-0.763037528
0,0,0,0,0,1,0,0.365501522,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.930936115,0,-1.232126518
0,0,0.350798528,0,0,0,0,-1.316940648,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.987308164,1,-1.251008864
0,0,0,0,0,1,0,0.346599776,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.822564754,0,-1.09968235
0,0,0,0,1,1,0,1.212379299,0,1,0,1,0,0,1,1,0,0.696471248,0,1,1,0,1,0,0.696471248,0,0,1.404943087,1,0.889453534
0,0,0,0,0,1,0,1.160388267,0,1,0,1,0,0.005244424,1,0,0,1,0,1,1,0,1,0,0.994755576,0,0,0.30070627,0,-0.097408255
0,0,0,0,0,0,0,-0.523205776,0,0.667287766,0,0,0,0,0,0,0,0,1,1,0.667287766,0,0,0,0,0,0,-0.985736734,0,-1.277444584
0,0,0,0,1,1,0,1.188435672,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.759687185,0,-1.09576104
0,0,0,0,1,0,0,-0.469301968,1,0,0,0,0,0,1,0.271558273,0,1,0,0,0,0,1,0,1,0,0,-0.772268057,1,-0.891833227
0,0,0,0,0,1,0,0.177659893,0,0,0,0,0,0,0,0,0.153010709,0,0,1,0,0,0,0,0,0,0,-0.940673496,0.153010709,-1.23672422
0,0,0,0,0,1,0,0.319469519,0,0,0,1,0,0,1,0,0,1,0,1,0.491161903,0,0,0,0,0,0,-0.974550718,0,-1.277444584
0,0,0,0,0,0,0,-0.512543183,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.466710111,0,0,-0.985595195,1,-1.277444584
0,0,0,0,1,0,0,-0.363610506,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.453535143,0,0,0,0,-0.78799276,0.546464857,-0.974386464
0,0,0,0,0,1,0,1.180786236,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.283804978,1,-0.659541388
1,0,0.144441108,0,1,0,0,0.430405248,0,1,0,1,0,1,0.855558892,0.144441108,1,0,0,1,0,0,1,0,0,0,0.855558892,1.311061453,1,1.468013372
0,0,0,0,0,0,0,-0.520325604,0,0.792954596,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.985698502,0,-1.277444584
0,0,0,0,0,1,0,0.126155548,0,0,0,0,0,0,0,0,0,0.846275325,0,1,0,0,0,0,0,0,0,-0.002214635,0.846275325,0.075684853
0,0.809028753,1,0,1,1,0,1.431595733,0,1,0,0.809028753,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.313248676,0.190971247,0.661580038
0,0,0,1,0,0,1,-1.485452959,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998509997,0,-1.277444584
0,0,0,0,0,1,0,0.366128195,0,1,0,0,0,0,1,0.793499864,0,1,0,1,0,0,0,0,0,0,0,-0.89743462,0,-1.196003856
0,0,0,0,0,1,0,0.781778226,0,0,0,0,0,0,0,0.878394511,0,1,0,1,0,0,1,0,1,0,0,-0.366097359,0,-0.672696753
0,0,0,0,0,1,0,0.674624562,0,0,0,0,0,1,0,0,0,0.880527694,0.119472306,1,1,0,1,0,0,0,0,0.747728526,1,0.559836739
0,0,0,0,0,1,0,0.822911941,0,0,0,0,0,0,1,0.988740223,0,1,0,1,1,0,1,0,1,0,0,-0.709939389,1,-1.034039406
0,0,0,0,1,1,0,0.659754152,0,0,0,0.001432158,0,0,1,0,1,0,0,1,0.998567842,0,1,0,0,0,0,-0.625046278,0,-0.910611402
1,0,0,1,0,0,1,-1.451052155,0,0.156125459,1,0,1,0,0.843874541,0,0,1,0,1,0,1,0,1,0,1,0,-0.569063892,1,0.58418376
1,0,0,0,0.001990626,1,0,1.38884391,0,0.998009374,0,1,0,1,0.001990626,1,0,0,0,1,0,0,1,0,1,0,0,1.535337849,0,0.880653634
0,0,1,0,0,1,0,0.385699916,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0.214531611,0,0,-0.52230135,1,-0.739203868
0,0,0,0,0.727654801,1,0,1.32608532,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.753514889,1,-1.096193896
0,0,0,0,0,1,0,0.885746662,0,1,0,1,0,0,0.694540804,0.694540804,1,0,0,1,0,0,0,0,0.694540804,0,1,0.24515981,0,-0.034361988
0,0,0,1,0,0,1,-1.469009048,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.993122516,0,-1.251012316
0,0,0,0,0,1,0,0.331801232,0,1,0,0,0,0,1,0,0,0,0,1,0.3729121,0,0,0,0,0,0,-0.221226606,0,-0.320175956
0,0,0,0,0,1,0,0.941401347,0,0.599405469,0,0,0,0,1,0,0,0.599405469,0.400594531,1,1,0,1,0,1,0,0,0.592981139,1,0.237546623
0,0,0,0,0,0,0,-1.339518809,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.992976038,1,-1.266838458
0,0,0,0,1,1,0,1.098328472,0,1,0,0,0,0,1,0.71001037,0.28998963,0,0,1,1,0,1,0,0.71001037,0,0,1.352161806,0,0.879516039
0,0,0,0,1,0,0,-0.503170349,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.899338986,1,-1.115427097
0,0,0,0,0,1,0,0.372400111,0,0.290409658,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.709773486,1,-0.953020055
0,0,0,0,0.687531819,1,0,0.965018194,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.740039843,1,-1.061118947
0,0,0,0,0,1,0,0.330930492,0,0,0,1,0,0,0.38550065,0,0,1,0,1,0,0,0,0,0,0,0,-0.773628506,1,-1.027218213
0,0,1,0,0,1,0,0.15861777,0,0,0,0,0,0,1,1,0,0.287773638,0,1,0,0,0,0,0,0,0,-0.123631847,1,-0.190887017
0,0,0.260798625,0,1,1,0,1.145235548,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1.186340549,0,0.765609185
0,0,0,0,1,1,0,0.511761828,0,0,0,1,0,0,0.834672146,0,0,1,0,1,0,0,0,0,0.165327854,0,0,-0.287987706,1,-0.497352564
0.751350185,0,1,0,0,1,0,1.315637582,0,1,0,1,0,0.751350185,1,1,0,1,0,1,0,0,1,0,1,0,0,1.684096572,1,1.024025687
0,0,0,0,0,1,0,0.350297379,0,1,0,0,0,0,0,0,0.514087621,0.485912379,0,1,0,0,0,0,0,0,0,0.237435501,1,0.186193898
0.294378653,0,1,0,0,0,0,-0.471957923,0,0.705621347,0,0,0,0.294378653,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.89410373,1,-1.119321875
0,0,0,0,0,1,0,0.818993451,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,-0.031091592,1,-0.300155854
0,0,0,0,0.272744054,1,0,0.564323377,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.929125055,1,-1.23672422
0,0,0,1,0,0,1,-1.465269452,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.991068478,0,-1.240762999
0,0,0,0,0.315910809,1,0,1.014554222,0,1,0,0,0,0,1,1,0,0.684089191,0,1,1,0,1,0,1,0,0,0.087509059,0,-0.276556203
0,0,0,0,0,0,0,-0.629221893,0,0,0,0,0,0,1,0,0,0,0.905400127,1,0,0,0,0,0,0,0,-0.913195456,0,-1.136022786
0,0,0,0,0,1,0,0.161613871,0,0,0,0,0,0,0.441980923,1,0,1,0,1,0,0,0,0,0,0,0,-0.976646158,1,-1.277444584
0,0,0,0,0,1,0,0.677954024,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,-0.640275882,0.742607738,-0.931923523
0,0,1,1,0,0,1,-1.456232611,0,0,1,0,1,0,1,0.961925342,0,1,0,1,0,1,0,1,0,1,0,-0.997849146,0,-1.27589417
0,0,0,0,0.306034702,1,0,1.224756917,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0.932240522,1,0.432810693
0,0,0,1,0,0,1,-1.498055824,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.941545961,0,-1.050247209
0,0,1,1,0,0,1,-1.496096235,0,0,1,0,1,0,0.547925161,1,0,0,1,1,0,1,0,1,0,1,0,-0.948550235,0,-0.99910151
0,0,0,0,0,0,0,-0.560876482,0,0,0,0,0,0.531293199,0.531293199,1,0,1,0,1,1,0,0,0,0,0,0,-0.986236791,0,-1.277444584
0,0,0.849045006,0,0,0,0,-0.988656112,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.770506347,0,-0.615933112
0,0,0.031728691,0,0,0,0,-1.317906358,1,0,0,0.031728691,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.960988865,1,-1.109395114
0,0,0,0,0,0,0,-0.63936418,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.987278668,1,-1.277444584
0,0,0,0,0.923077774,0,0,-0.119909834,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.923077774,-0.97508224,1,-1.268047681
0,0,0.949550232,0,0,0,0,-0.333906783,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,-0.935151723,0.949550232,-1.200112522
0,0,1,0,0.994022634,1,0,0.807307289,0,0.994022634,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0.037172231,0,-0.299425653
1,0,1,0,0.395577237,1,0,1.440275036,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,2.044474594,1,1.262425533
0,0,0,0,0,1,0,0.398274035,0,0.174154356,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.932150597,1,-1.243815849
0,0,0,0,0,0,0,-0.556169642,0,0,0,0,0,0.566121391,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.907323291,0,-1.116075901
